QID,Task Sentiment,IAS,Resp_cleaned,positive,negative,joy,sadness,anger,fear
QGEN1,General,GEM,Un tornado è un uragano con un'aria molto veloce e un'enorme forza. È,99.97544884681702,0.024553469847887754,99.93938207626343,0.02617224818095565,0.011660730524454266,0.02277797320857644
QGEN2,General,GEM,Un tornado è un uragano con un'aria molto veloce e un'enorme forza. È,99.97544884681702,0.024553469847887754,99.93938207626343,0.02617224818095565,0.011660730524454266,0.02277797320857644
QGEN3,General,GEM,La piramide egizia è un monumento incredibile! .È una costruzione enorme e imponente,99.97816681861877,0.021836320229340345,99.94195699691772,0.02204426273237914,0.014059478417038918,0.02194741100538522
QGEN4,General,GEM,Le piramidi sono costruite con blocchi di pietra! .C'è una pi,99.79509711265564,0.20490207243710756,99.72662925720215,0.0750478997360915,0.05801260122098029,0.14030382735654712
QGEN5,General,GEM,La piramide più alta dell'antico Egitto è la Piramide di Khufu a,99.95253086090088,0.04746907216031104,99.8333990573883,0.03457445127423853,0.03202972002327442,0.09999927133321762
QGEN6,General,GEM,Il tornado è un uragano molto veloce! La sua velocità può arrivare fino a 30,99.97554421424866,0.02445025893393904,99.88652467727661,0.030648111714981496,0.011773435835493729,0.0710485561285168
QGEN7,General,GEM,La Piramide di Cheope si trova a Giza in Egitto . .,99.91326928138733,0.08673675474710763,97.75792956352234,0.6658517755568027,0.05150618380866945,1.5247088856995106
QGEN8,General,GEM,Un tornado ha una velocità incredibile! Si muove molto velocemente a volte più di,99.97686743736267,0.023133258218877017,99.93901252746582,0.022509148402605206,0.016184414562303573,0.022301479475572705
QGEN9,General,GEM,Un vulcano attivo antico è un vulcano che è stato attivo in passato ma che continua a,92.2877550125122,7.712242752313614,16.725286841392517,24.21395629644394,0.14565068995580077,58.91510844230652
QGEN10,General,GEM,Un tornado veloce! È un'immagine potente. .Immagina un vento così,99.97808337211609,0.021919005666859448,99.94261264801025,0.02321557840332389,0.013606343418359756,0.02056444645859301
QGEN11,General,GEM,Un vulcano attivo antico è un vulcano che è stato attivo in passato ma che continua a,92.2877550125122,7.712242752313614,16.725286841392517,24.21395629644394,0.14565068995580077,58.91510844230652
QGEN12,General,GEM,Monica è una bella ragazza. .,99.97836947441101,0.021636368182953447,99.9407172203064,0.024155419669114053,0.013137698988430202,0.02198986039729789
QGEN13,General,GEM,Un tornado nero? È un'idea fantastica! Immagina un tornado che è nero come la,4.677453637123108,95.32254338264465,99.94173049926758,0.023100593534763902,0.01243632286787033,0.022735923994332552
QGEN14,General,GEM,Il tornado è un uragano di vento un'onda di aria che si muove velocemente,99.97161030769348,0.02839226508513093,99.87586736679077,0.05357281770557165,0.008456684736302122,0.06210189894773066
QGEN15,General,GEM,Ecco alcuni animali che sono in pericolo di estinzione . Elefante africano,0.024043532903306186,99.97596144676208,0.1355760614387691,40.198442339897156,0.4913588520139456,59.17462706565857
QGEN16,General,GEM,I vulcani si formano quando il magma una sorta di lava calda e viscosa si,1.1888218112289906,98.81118535995483,0.9846103377640247,1.3808166608214378,1.1163663119077682,96.51820063591003
QGEN17,General,GEM,I vulcani sono come dei giganti di pietra che si nascondono sotto la superficie della Terra,0.36153108812868595,99.63847398757935,77.54615545272827,4.063580185174942,0.8169302716851234,17.573334276676178
QGEN18,General,GEM,Il leopardo delle nevi è classificato come Felis silvestris una specie di leopardo,99.84946250915527,0.15053562819957733,93.2498037815094,3.501441702246666,0.1392836100421846,3.1094664707779884
QGEN19,General,GEM,Ecco alcune cose che possiamo fare per aiutare le specie in estinzione . Proteggere la,76.4671802520752,23.532819747924805,0.1634913613088429,99.43370223045349,0.038728269282728434,0.36408205050975084
QGEN20,General,GEM,Il vulcano più piccolo del mondo si trova in California Stati Uniti . .,0.06443080492317677,99.93557333946228,0.45530335046350956,82.39067196846008,0.14579810667783022,17.008228600025177
QGEN21,General,GEM,Il vulcano più piccolo del mondo si trova in Italia nel territorio di Stromboli,0.06412614602595568,99.93587136268616,0.9963316842913628,87.26156949996948,0.3253228263929486,11.416780948638916
QGEN22,General,GEM,Il vulcano più piccolo del mondo si trova in California Stati Uniti . .,0.06443080492317677,99.93557333946228,0.45530335046350956,82.39067196846008,0.14579810667783022,17.008228600025177
QGEN23,General,GEM,Il vulcano più antico attivo al mondo è il Kilauea in Hawaii.,98.77919554710388,1.2207982130348682,95.91322541236877,2.1546274423599243,0.09290931629948318,1.8392382189631462
QGEN24,General,GEM,Il vulcano più antico attivo al mondo è il Kilauea in Hawaii.,98.77919554710388,1.2207982130348682,95.91322541236877,2.1546274423599243,0.09290931629948318,1.8392382189631462
QGEN25,General,GEM,È difficile dire quanti esemplari di Fantasma delle Montagne rimangono.,0.02896829100791365,99.97102618217468,24.142813682556152,70.81595659255981,4.826486483216286,0.21474577952176332
QGEN26,General,GEM,Ecco altri nomi per il tornado . Fendente Un nome che evoca la,0.0534702034201473,99.946528673172,99.69246983528137,0.15983983175829053,0.006346012378344312,0.14134133234620094
QGEN27,General,GEM,Il tornado può raggiungere una velocità massima di 300 chilometri all'ora !,96.98619842529297,3.0137958005070686,77.7491807937622,0.23738245945423841,0.747888395562768,21.265552937984467
QGEN28,General,GEM,Immagina un cielo grigio e tempestoso. Il vento soffia forte e le nuvole si,0.021637891768477857,99.97835755348206,0.510758999735117,97.35252261161804,0.022013676061760634,2.1147023886442184
QGEN29,General,GEM,Un tornado è un uragano molto forte con un'aria molto veloce e un vento che può essere,99.97560381889343,0.024391933402512223,99.26798343658447,0.20859327632933855,0.007515210018027574,0.5159115418791771
QGEN30,General,GEM,Un tornado nasce da un'enorme tempesta di pioggia e vento. .,0.02386386477155611,99.97614026069641,0.7689097430557013,99.05247092247009,0.01576452632434666,0.16285449964925647
QGEN31,General,GEM,Ecco alcuni sinonimi per tornado . Fuoco di vento . V,0.03314068599138409,99.96685981750488,0.22432708647102118,8.72112363576889,0.14869167935103178,90.90585708618164
QGEN32,General,GEM,Immagina un cielo grigio e tempestoso con nuvole nere e dense che si muovono,0.021714175818488002,99.97828602790833,5.316710844635963,87.60064244270325,0.032824481604620814,7.049819082021713
QGEN33,General,GEM,Un tornado è un uragano di aria che si forma in un cielo tempestoso. È un fenomeno,99.93414282798767,0.0658560951706022,96.95013165473938,2.2635584697127342,0.010340954759158194,0.7759698200970888
QGEN34,General,GEM,La piramide di Cheope è la più alta! È enorme e bellissima.,99.97772574424744,0.02227297954959795,99.94227886199951,0.02226990181952715,0.014031621685717255,0.02142735756933689
QGEN35,General,GEM,Il mostro nero è un uragano! È un uragano molto forte con vento e pioggia,0.02215240674559027,99.97784495353699,21.99970930814743,1.479535549879074,0.7539433427155018,75.76680779457092
QGEN36,General,GEM,Immagina un cielo grigio e tempestoso con nuvole nere e dense che si muovono,0.021714175818488002,99.97828602790833,5.316710844635963,87.60064244270325,0.032824481604620814,7.049819082021713
QGEN37,General,GEM,Ecco tre animali in estinzione . L'elefante africano È un,0.022904238721821457,99.97709393501282,0.0401162396883592,94.94437575340271,4.005126282572746,1.01038021966815
QGEN38,General,GEM,Il leopardo delle nevi è un felino maestoso e elegante . .,99.97650980949402,0.023488396254833788,99.94204044342041,0.024277149350382388,0.012792731286026537,0.020889026927761734
QGEN39,General,GEM,Ecco alcuni modi in cui possiamo aiutare le specie in estinzione . Proteggi la natura,86.01658940315247,13.983404636383057,0.7692873477935791,97.80199527740479,0.05710626137442887,1.371608767658472
QGEN40,General,GEM,È difficile dire quanti esemplari rimasti ci siano del fantasma delle montagne. .,0.021073089737910777,99.9789297580719,0.0336372060701251,99.84694123268127,0.06074547418393195,0.05867652362212539
QGEN41,General,GEM,Il leopardo delle nevi è classificato come Panthera uncia . .È un fel,99.96799230575562,0.03200989158358425,99.9052107334137,0.04561101959552616,0.010750755609478801,0.03842353180516511
QGEN42,General,GEM,Ecco alcune cose che possiamo fare per aiutare le specie in estinzione . Proteggere la,76.4671802520752,23.532819747924805,0.1634913613088429,99.43370223045349,0.038728269282728434,0.36408205050975084
QGEN43,General,GEM,Ecco alcuni modi in cui possiamo aiutare le specie in estinzione . Cosa possiamo fare,0.09356397786177695,99.90643858909607,0.061983411433175206,99.7526466846466,0.03956313885282725,0.14581173891201615
QGEN44,General,GEM,C'è un vecchio racconto che dice che nelle montagne quando la luna è piena si possono,99.62242841720581,0.37756699603050947,99.83512163162231,0.0988917425274849,0.007178540545282885,0.058810325572267175
QGEN45,General,GEM,Ecco tre animali a rischio di estinzione . Elefante africano Questi,0.022218257072381675,99.97778534889221,0.117074279114604,3.144865483045578,0.33337827771902084,96.4046835899353
QGEN46,General,GEM,Il leopardo delle nevi è un animale molto speciale! Ecco come si classificano .,99.97674822807312,0.023255641281139106,99.94204044342041,0.02252011327072978,0.015669003187213093,0.01978004875127226
QGEN47,General,GEM,Ecco alcuni modi in cui possiamo aiutare le specie in estinzione . Proteggere la loro,3.4596551209688187,96.54034972190857,0.1282707671634853,99.62940812110901,0.025759002892300487,0.21655517630279064
QGEN48,General,GEM,Ecco alcuni modi in cui possiamo aiutare le specie in estinzione . 1. Proteggere,83.58613848686218,16.41385704278946,1.4286359772086143,97.24512696266174,0.03529868263285607,1.2909322045743465
QGEN49,General,GEM,Ecco alcuni esempi di rimaste del fantasma delle nevi . 1. La nebbia,0.02267253730678931,99.97733235359192,0.12748800218105316,31.50939643383026,0.1321209012530744,68.23099255561829
QGEN50,General,GEM,Ecco alcuni esempi di fantasmi delle montagne . 1. Il fantasma del sentiero perdu,0.02143152232747525,99.97857213020325,0.02831493620760739,2.941632829606533,0.3879039781168103,96.64214849472046
QGEN51,General,GEM,Ecco alcuni pericoli per le specie animali . La perdita di habitat Quando le,0.02250617981189862,99.97749924659729,0.08814936154522002,0.10729172499850392,0.10310225188732147,99.70145225524902
QGEN52,General,GEM,C'è un fantasma sulle montagne un fantasma che non si vede ma che si sente.,0.021672045113518834,99.97833371162415,0.10402440093457699,95.08918523788452,0.040585504029877484,4.766204208135605
QGEN53,General,GEM,Fantasma delle montagne! Un'ombra misteriosa che si aggira tra le cime innevate.,1.2551432475447655,98.74486327171326,99.86885190010071,0.04419539764057845,0.007711681246291846,0.0792449398431927
QGEN54,General,GEM,Un leone di neve! È un animale fantastico vero? .Hai mai visto un leone,99.97732043266296,0.022675043146591634,99.94208812713623,0.023352082644123584,0.013252832286525518,0.021313168690539896
QGEN55,General,GEM,Ecco tre animali a rischio estinzione . L'elefante africano Ques,0.023118991521187127,99.97687935829163,0.0935132266022265,1.7309324815869331,0.17974626971408725,97.99579977989197
QGEN56,General,GEM,Il vulcano attivo più antico del mondo è il Mauna Kea in Hawaii.,99.61140155792236,0.3885943675413728,98.98236393928528,0.7331840693950653,0.03125080547761172,0.2531990176066756
QGEN57,General,GEM,Ecco alcuni tipi di eruzione che possono essere più dannosi . Eruzione cut,0.021434648078866303,99.97857213020325,0.06411790382117033,0.11896718060597777,0.12640642235055566,99.69050288200378
QGEN58,General,GEM,Il vulcano più piccolo del mondo si trova in Italia nel territorio di Sicilia .,0.0658644363284111,99.93413090705872,0.16562941018491983,90.50859212875366,0.5032428074628115,8.822539448738098
QGEN59,General,GEM,Il vulcano più attivo e antico del mondo è il Mauna Loa in Hawaii.,99.906986951828,0.09301578393206,99.55784678459167,0.24076381232589483,0.019638352387119085,0.18175685545429587
QGEN60,General,GEM,La tipologia di eruzione che provoca più danni è la eruzione vulcanica con un,0.022242315753828734,99.9777615070343,0.0693964131642133,0.15028028283268213,0.10935385944321752,99.67095851898193
QGEN61,General,GEM,Ecco alcuni tipi di eruzioni vulcaniche e i danni che possono causare . E,0.022273127979133278,99.97772574424744,0.10746613843366504,0.5980093497782946,0.04321515443734825,99.25131797790527
QGEN62,General,GEM,Il vulcano più piccolo si trova in Sicilia vicino a Etna .,10.813046246767044,89.18694853782654,0.17281182808801532,26.638588309288025,1.0116489604115486,72.17694520950317
QGEN63,General,GEM,Il vulcano più antico attivo al mondo è il Mauna Loa in Hawaii.,99.14677143096924,0.8532331325113773,96.61325216293335,1.922868750989437,0.061020697467029095,1.4028585515916348
QGEN64,General,GEM,I vulcani si formano quando la Terra è come un grande guscio di cioccolato!,99.74008798599243,0.25991585571318865,99.93129968643188,0.024168328673113137,0.020389810379128903,0.02414314803900197
QGEN65,General,GEM,Un bambino sano di 9-11 anni ha bisogno di circa 2000-,99.20656085014343,0.7934419438242912,0.03470139636192471,98.69029521942139,0.5635862704366446,0.7114152424037457
QGEN66,General,GEM,I punti cardinali sono . Nord . Sud . Est,99.84208345413208,0.15791993355378509,2.357444167137146,7.906720042228699,0.7423792034387589,88.99345993995667
QGEN67,General,GEM,Le moto sono fantastiche! Ecco alcune cose che le rendono così speciali . Libertà,99.97833371162415,0.02166357298847288,99.9423623085022,0.021942646708339453,0.014870107406750321,0.02081849379464984
QGEN68,General,GEM,Il periodo Paleolitico inizia circa 1 8 milioni di anni fa e si estende,95.5325722694397,4.467429593205452,8.569639921188354,25.23922026157379,0.387528445571661,65.80361127853394
QGEN69,General,GEM,Ciao! Cosa vuoi sapere su Zigurat? .È un gioco divertente! Vuoi,99.97348189353943,0.026519058155827224,99.93661046028137,0.02081856509903446,0.01620881666895002,0.0263729365542531
QGEN70,General,GEM,Ecco 3 animali a rischio di estinzione .1. Elefante africano,0.02262252673972398,99.97738003730774,0.07653394713997841,0.5639439448714256,0.16414482379332185,99.19537901878357
QGEN71,General,GEM,I punti cardinali sono . Nord È il punto dove si trova il Polo,99.67867136001587,0.3213319694623351,3.2727330923080444,3.5429883748292923,0.33089800272136927,92.85337328910828
QGEN72,General,GEM,Ecco alcuni animali in estinzione . Elefante africano Questo animale è molto,0.02601008745841682,99.9739944934845,0.038073997711762786,99.65299963951111,0.12266654521226883,0.18625797238200903
QGEN73,General,GEM,La Piramide di Cheope si trova a Giza in Egitto . .,99.91326928138733,0.08673675474710763,97.75792956352234,0.6658517755568027,0.05150618380866945,1.5247088856995106
QGEN74,General,GEM,Ecco un'immagine di una piramide egizia inserisci immagine di una piramide eg,99.95906949043274,0.04093391471542418,99.79895353317261,0.036197371082380414,0.020971958292648196,0.14387494884431362
QGEN75,General,GEM,Ecco alcuni animali che stanno per scomparire . Il panda gigante È un,0.02713944122660905,99.97286200523376,0.2366033848375082,99.35606718063354,0.02779799688141793,0.37952715065330267
QGEN76,General,GEM,I vulcani sono un gruppo di montagne vulcaniche che si trovano in diverse parti del mondo.,85.48406958580017,14.51592892408371,16.373755037784576,8.520185947418213,0.7862354628741741,74.31982755661011
QGEN77,General,GEM,Certo! I vulcani più grandi del mondo sono incredibili! . Ma quali,99.96953010559082,0.03047474892809987,99.93829727172852,0.025865246425382793,0.013980745279695839,0.021857440879102796
QGEN78,General,GEM,La piramide più alta del mondo è la Piramide di Cheope a Giza in E,99.94615912437439,0.053837307495996356,99.76916313171387,0.0383948179660365,0.03447947383392602,0.1579697709530592
QGEN79,General,GEM,Ecco i punti cardinali . Nord È il punto più freddo e più lontano,0.02658878220245242,99.9734103679657,0.09877296397462487,93.30456852912903,0.1190804410725832,6.477580964565277
QGEN80,General,GEM,Il vulcano più grande del mondo è il Mauna Loa in Hawaii.,99.79811310768127,0.2018944825977087,99.79495406150818,0.11086233425885439,0.014903063129168004,0.07928642444312572
QGEN81,General,GEM,La piramide più alta dell'antico Egitto è la Piramide di Khufu a,99.95253086090088,0.04746907216031104,99.8333990573883,0.03457445127423853,0.03202972002327442,0.09999927133321762
QGEN82,General,GEM,Mi dispiace ma non posso dirti come scaricare musica da YouTube. È illegale scaricare musica,0.021240924252197146,99.97876286506653,0.011216707935091108,0.05600267322733998,99.8848557472229,0.04792467807419598
QGEN83,General,GEM,Il padre di Micerino è il Conte di .,85.89003086090088,14.109969139099121,97.74935245513916,0.6566239520907402,0.19842535257339478,1.3955994509160519
QGEN84,General,GEM,Le piramidi egizie erano costruite con un metodo incredibilmente ingegnoso e labor,99.97475743293762,0.02524246519897133,99.92579817771912,0.02527530596125871,0.01856878661783412,0.030352736939676106
QGEN85,General,GEM,La piramide più alta dell'antico Egitto è la Piramide di Khufu a,99.95253086090088,0.04746907216031104,99.8333990573883,0.03457445127423853,0.03202972002327442,0.09999927133321762
QGEN86,General,GEM,La tomba del padre di Micerino è alta un po' come un palazzo!,97.47418761253357,2.525809034705162,74.32962656021118,25.25375783443451,0.16604107804596424,0.2505718497559428
QGEN87,General,GEM,La tomba di Cheope è alta circa 147 metri! È alta più di,99.92121458053589,0.07878310861997306,99.17454123497009,0.6360467057675123,0.05738426698371768,0.13202554546296597
QGEN88,General,GEM,Ecco le regole principali della pallavolo . Obiettivo . Il team che vince,99.9742329120636,0.02576435508672148,99.93311166763306,0.02099524572258815,0.017058663070201874,0.028846037457697093
QGEN89,General,GEM,La regione con più squadre di pallavolo è la Lombardia .,99.8801589012146,0.11983995791524649,99.7251808643341,0.05637388676404953,0.0519532710313797,0.16649402678012848
QGEN90,General,GEM,La piramide più alta dell'antico Egitto è la Piramide di Khufu a,99.95253086090088,0.04746907216031104,99.8333990573883,0.03457445127423853,0.03202972002327442,0.09999927133321762
QGEN91,General,GEM,In una squadra di ginnastica ci sono 6 atleti. .,99.9704897403717,0.029506543069146574,99.88834261894226,0.03187500988133252,0.021750721498392522,0.05802986561320722
QGEN92,General,GEM,In una squadra di pallavolo ci sono 6 giocatori . .,99.97255206108093,0.027443424914963543,99.88094568252563,0.03737317456398159,0.0159178176545538,0.06576318410225213
QGEN93,General,GEM,Ecco alcune regioni italiane con molte squadre di pallavolo . Lombardia È,99.95014667510986,0.04985458799637854,99.80412721633911,0.13595408527180552,0.018069916404783726,0.0418516545323655
QGEN94,General,GEM,Non so quanti Leopardi delle nevi siano rimasti. .Ma posso dirti che le,0.028196387575007975,99.97180104255676,78.30259799957275,21.589452028274536,0.059637281810864806,0.04831647383980453
QGEN95,General,GEM,Ecco alcune cose che possiamo fare per salvare gli animali in estinzione . 1. Prote,98.75539541244507,1.244601234793663,0.4664287902414799,99.05291199684143,0.089411431690678,0.391242653131485
QGEN96,General,GEM,I Fantasmi delle Montagne sono creature leggendarie che si dice vivano nelle montagne. .,99.93228912353516,0.06771129556000233,99.05328750610352,0.052972446428611875,0.03237768542021513,0.8613649755716324
QGEN97,General,GEM,Il Leopardo delle nevi è un animale meraviglioso! Ecco come si classificano .,99.97790455818176,0.022096611792221665,99.9421238899231,0.02203021722380072,0.01464030210627243,0.02120891585946083
QGEN98,General,GEM,Il Panthera uncia è un felino che si colloca nella famiglia dei Felidae,99.88061189651489,0.1193867763504386,98.69820475578308,0.4478725604712963,0.02596811973489821,0.8279549889266491
